KabKota,SImdasi ID,Timestamp,Tahun,"A Pertanian, Kehutanan, dan Perikanan",B Pertambangan dan Penggalian,C Industri Pengolahan,D Pengadaan Listrik dan Gas,"E Pengadaan Air; Pengelolaan Sampah, Limbah, dan Daur Ulang",F Konstruksi,G Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor,H Transportasi dan Pergudangan,I Penyediaan Akomodasi dan Makan Minum,J Informasi dan Komunikasi,K Jasa Keuangan dan Asuransi,L Real Estat,"M,N Jasa Perusahaan","O Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial Wajib",P Jasa Pendidikan,Q Jasa Kesehatan dan Kegiatan Sosial,"R,S,T,U Jasa Lainnya",Produk Domestik Bruto
Lampung Timur,1804000,2025-03-10 14:24:37,2024,18051.66,12700.75,5008.21,168.74,30.42,3477.29,6842.56,1687.88,764.39,2077.15,763.18,1102.26,49.29,1571.86,1456.76,380.56,718.41,56851.33
Lampung Tengah,1805000,2025-03-10 14:24:37,2024,30649.45,4600.04,22322.92,84.6,31.11,10295.98,12674.12,3967.05,1109.24,3148.55,1454.9,1662.61,126.53,1496.57,2246.1,534.01,689.72,97093.49
Lampung Utara,1806000,2025-03-10 14:24:37,2024,10180.64,1021.51,4303.08,20.65,16.78,2777.99,4726.89,2644.38,384.62,1547.9,569.16,737.04,34.93,1108.85,1126.15,305.86,308.11,31814.54
Way Kanan,1807000,2025-03-10 14:24:37,2024,6482.04,933.95,4055.4,16.79,9.46,1535.42,2389.69,763.78,169.61,789.21,181.94,365.91,9.02,583.24,595.35,208.62,132.47,19221.92
Tulangbawang,1808000,2025-03-10 14:24:37,2024,10375.12,307.85,7641.05,27.71,14.3,2734.11,3679.87,1612.27,421.86,1099.72,349.45,557.12,13.6,786.31,583.34,134.62,160.88,30499.19
Pesawaran,1809000,2025-03-10 14:24:37,2024,8038.06,290.07,2972.99,10.64,12.46,2264.7,3682.2,948.62,344.98,761.4,85.36,441.05,14.29,717.19,714.84,146.98,220.95,21666.78
Pringsewu,1810000,2025-03-10 14:24:37,2024,3422.99,14.32,2150.14,9.39,7.89,1790.33,2552.19,978.06,415.08,819.05,561.37,531.24,40.69,574.43,792.43,219.94,218.64,15098.16
Mesuji,1811000,2025-03-10 14:24:37,2024,5252.3,77.15,3596.24,14.5,3.52,1159.8,2051.52,388.39,150.33,284.29,47.1,315.03,2.68,363.4,311.95,65.39,69.75,14153.34
Tulang Bawang Barat,1812000,2025-03-10 14:24:37,2024,5116.95,69.09,4296.87,5.8,13.22,1394.03,2215.03,205,154.83,771.09,80.67,292.07,11.16,422.78,384.9,74.29,87.13,15594.89
Pesisir Barat,1813000,2025-03-10 14:24:37,2024,2636.33,352.41,199.53,1.04,2.79,495.62,1023.96,99.06,134.57,143.36,81.46,230.72,9.33,330.05,225.5,73.69,98.83,6138.24
Kota Bandar Lampung,1871000,2025-03-10 14:24:37,2024,2504,2324.34,15402.19,78.16,212.39,8540.31,11729.02,14628.03,2168.13,4525.69,3585.19,4285.55,301.44,3948.53,2595.1,1535.88,1489.04,79853
Kota Metro,1872000,2025-03-10 14:24:37,2024,409.88,,1350.95,9.89,4.28,549.28,1557.55,856.53,240.2,664.39,548.64,469.05,65.33,541.59,494.65,507.26,211.02,8480.49
Bangka,1901000,2025-03-10 14:24:37,2024,4242.27,1634.64,4849.84,43.82,4.82,1836.98,2617.5,519.13,641.43,524.59,561.8,677.14,55.63,921.32,487.78,211.02,173.76,20003.49
Belitung,1902000,2025-03-10 14:24:37,2024,3834.68,686.62,1793.51,19.93,4.03,1660.66,1458.61,1147.05,596.85,524.29,336.59,434.01,50.31,912.39,299.81,267.21,124.66,14151.24
Bangka Barat,1903000,2025-03-10 14:24:37,2024,2664,1352.99,9147.22,13.26,1.47,1301.32,2662.17,200.36,277.47,87.76,98.47,425.44,27.9,837.42,369.69,151.93,65.45,19684.3
Bangka Tengah,1904000,2025-03-10 14:24:37,2024,2039.57,1327.61,859.87,8.61,0.89,1192.08,1999.24,1580.12,479.4,306.42,88.45,375.51,34.92,858.64,417.32,185.98,60.47,11815.1
Bangka Selatan,1905000,2025-03-10 14:24:37,2024,5151.66,1814.02,596.94,8.28,2.17,963.27,1352.36,120.95,327.44,90.21,66.79,414.47,18.28,651.52,317.75,81.63,51.26,12028.98
Belitung Timur,1906000,2025-03-10 14:24:37,2024,2994.77,1282.73,2286.23,8.29,2.18,855.01,1252.33,248.45,316.5,148.53,61.2,325.62,34.89,619.86,306.44,162.04,68.25,10973.33
Kota Pangkal Pinang,1971000,2025-03-10 14:24:37,2024,938.3,,2543.49,15.56,5.88,2099.52,4884.28,1421.84,890.39,883.26,898.06,1056.03,102.3,1204.62,1143.69,404.66,447.71,18939.59
Karimun,2101000,2025-03-10 14:24:37,2024,2537.09,1865.95,2640.56,51.92,6.13,3434.45,3424.77,624.03,441.49,612.45,288.57,510.74,3.4,726.61,595.9,290.67,276.15,18330.9
Bintan,2102000,2025-03-10 14:24:37,2024,1854.41,369.31,14653.4,33.99,15.64,5763.31,2792.82,722.9,1636.58,275.27,385.54,262.02,0.22,805.68,510.64,227.99,56.03,30365.73
Natuna,2103000,2025-03-10 14:24:37,2024,3094.54,15232.6,195.35,21.06,1.35,1849.86,992.28,161.92,130.13,170.58,34.59,181.23,0.05,473.69,51.7,83.48,18.26,22692.67
Lingga,2104000,2025-03-10 14:24:37,2024,1135.15,386.52,37.94,14.89,1.3,1130.76,1312.29,94.69,137.83,182.79,43.25,131.32,0.05,421.47,384.16,149.55,39.85,5603.83
Kepulauan Anambas,2105000,2025-03-10 14:24:37,2024,1081.16,14354.6,27.46,11.28,0.46,1136.94,617.74,30.37,21.46,96.05,23.38,119.23,0.03,387.14,41.96,41.19,14.66,18005.12
Kota Batam,2171000,2025-03-10 14:24:37,2024,1666.97,126,132441.46,3654.81,328.09,47563.51,14763.08,4475,4374.71,6628.03,8058.21,2179.61,5.41,2668.25,1700.93,1995.28,418.44,233047.77
Kota Tanjung Pinang,2172000,2025-03-10 14:24:37,2024,163.49,2.87,1561.52,49.95,16.91,6090.53,8132.15,1344.38,396.42,810.82,832.09,803.57,3.38,2788.01,1074.94,633.12,317.36,25021.53
Kep. Seribu,3101000,2025-03-10 14:24:37,2024,539.24,5714.13,328.79,2.5,2.72,188.44,449.43,31.37,257.82,58.48,25.69,16.44,36.79,110.59,51.69,147.82,141.03,8102.98
Kota Jakarta Selatan,3171000,2025-03-10 14:24:37,2024,437.39,,11747.21,652.75,185.88,92362.5,142806.9,23047.32,36667.67,107299.76,119632.56,57728.69,100517.01,49975.46,30916.52,21608.05,54711.36,850297.02
Kota Jakarta Timur,3172000,2025-03-10 14:24:37,2024,458.99,,168584.05,1494.34,292.62,65189.89,114869.77,42991.19,30857.19,35106.52,10714.39,28550.82,36879.24,20559.78,38672.34,14461.5,20926.3,630608.92
Kota Jakarta Pusat,3173000,2025-03-10 14:24:37,2024,60.58,,7718.15,1186.72,104.03,75156.62,160419.72,24729.18,50267.73,76540.02,220095.59,48130.17,91492.73,66892.18,42710.83,20344.47,37012.32,922861.05
Kota Jakarta Barat,3174000,2025-03-10 14:24:37,2024,421.69,,33271.89,772.15,227.64,82575.09,123892.42,39546.16,32898.79,111137.01,44944.39,37240.51,45003.28,8105.15,29157.08,15361.62,23314.73,627869.62
Kota Jakarta Utara,3175000,2025-03-10 14:24:37,2024,871.32,,203128.93,1640.64,323.25,93710.25,126405.71,37885.56,31041.74,14540.2,11485.02,32883.03,48009.41,9968.18,20723.69,11825.07,25737.1,670179.09
Bogor,3201000,2025-03-10 14:24:37,2024,16101.25,6950.89,160984.58,442.5,498.93,31472.24,38367.21,14498.52,10339.18,7590.18,1801.13,2890.91,659.06,4103.7,7005.89,1442.66,6564.36,311713.18
Sukabumi,3202000,2025-03-10 14:24:37,2024,19904.36,3680.75,15100.68,90.66,39.31,10536.44,14323.75,7334.39,2340.86,2546.43,653.74,1564.48,281.45,2256.59,4963.12,964.6,1560.75,88142.36
Cianjur,3203000,2025-03-10 14:24:37,2024,20631.43,135.03,4697.83,50.86,22.31,5105.52,9758.4,7181.9,4163.33,2075.95,1379.85,1372.73,614.39,1365.18,3007.03,511.4,2330.37,64403.51
Bandung,3204000,2025-03-10 14:24:37,2024,11218.21,2690.47,87627.73,137.78,58.5,9998.54,22293.04,7178.96,3830.88,3000.08,1138.69,2146.55,772.51,3005.56,5562.33,1443.14,3506.39,165609.36
Garut,3205000,2025-03-10 14:24:37,2024,28374.25,745.24,7444.05,44.56,45.98,5036.47,14521.69,3650.24,3387.2,1935.8,2346.35,1363.03,425.81,2071.76,4086.75,587.43,2758.54,78825.14
Tasikmalaya,3206000,2025-03-10 14:24:37,2024,18326.33,103.69,4146.39,31.18,11.17,4093.88,8959.52,2339.01,749.65,2072.56,1653.22,716.68,260.64,1574.25,3486.99,344.85,913.14,49783.14
Ciamis,3207000,2025-03-10 14:24:37,2024,8976.56,64.29,3153.95,37.46,19.57,3722.77,8809.92,6290.55,2079.48,1875.71,1691.25,1537.04,480.24,907.3,2286.99,407.25,896.52,43236.85
Kuningan,3208000,2025-03-10 14:24:37,2024,8253.92,419.64,805.34,27.63,36.69,2868.04,4773.35,6276.13,692.77,1483.02,1913.27,913.01,156.32,1045.15,4127.25,521.23,1223,35535.77
Cirebon,3209000,2025-03-10 14:24:37,2024,9917.57,710.38,13771,117.29,92.47,7051,8774.19,7631.9,2191.56,1890.52,2692.49,1778.28,595.47,1755.76,4004.95,1357.12,2864.09,67196.03
Majalengka,3210000,2025-03-10 14:24:37,2024,8500.12,485.23,12010.68,44.96,41.04,5195.15,6047.4,3592.11,1371.4,1452.41,1162.91,480.72,149.98,1153.05,2764.09,438.08,1413.56,46302.88
Sumedang,3211000,2025-03-10 14:24:37,2024,9083.71,39,9103.25,144.75,10.77,4818.78,7456.36,2528.92,2586.96,1757.08,2035.18,683.75,45.08,2338.94,3027.13,501.3,967.18,47128.14
Indramayu,3212000,2025-03-10 14:24:37,2024,19038.39,4617.54,46343.47,59.6,121.32,6708.43,12210.82,4456.29,2579.48,962.34,1428.16,607.18,353.16,2140.06,2742.58,635.65,584.44,105588.91
Subang,3213000,2025-03-10 14:24:37,2024,16526.15,2842.25,7009.25,32.52,59.26,5108.84,7566.53,2862.6,2162.88,1827.98,2427.63,595.21,29.6,1839.36,2201.58,457.93,1396.53,54946.11
Purwakarta,3214000,2025-03-10 14:24:37,2024,5734.02,53.26,50836.8,560.11,33.02,6609.68,9664.15,2578.47,1048.39,1536.88,2255.11,1175.16,459.64,952.12,2033.02,453.9,2270.82,88254.55
Karawang,3215000,2025-03-10 14:24:37,2024,11216.13,2235.36,216605.25,2260.4,310.04,14774.43,30407.04,7997.54,4103.89,3755.42,3805.5,955.07,145.39,2586.66,4431.82,1086.21,3166.72,309842.85
Bekasi,3216000,2025-03-10 14:24:37,2024,5505,1317.14,324230.1,3130.8,153.59,25860.43,23791.44,6585.17,2740.98,5809.92,5403.91,2808.98,558.66,3644.89,5508.14,1144.38,3130,421323.53
Bandung Barat,3217000,2025-03-10 14:24:37,2024,7732,574.97,25014.94,511.74,28.83,4238.63,7583.22,3794.05,3203.71,1261.78,612.7,1214.39,325.89,1310.23,2727.92,388.32,713.04,61236.34
Pangandaran,3218000,2025-03-10 14:24:37,2024,3961.05,80.12,752.85,10.16,2.38,1197.6,2998.39,2149.21,1568.18,277.44,289.39,433.64,154.35,348.69,948.62,34.28,268.21,15474.58
Kota Bogor,3271000,2025-03-10 14:24:37,2024,417.65,,11230.36,2234.96,94.3,6826.61,11656.41,8569.51,3088.86,3483.75,4119.6,1403.89,1209.23,1415.22,2113.57,936.84,2250.91,61051.67
Kota Sukabumi,3272000,2025-03-10 14:24:37,2024,591.88,,797.66,30.69,20.86,1112.21,6029.76,1928.34,534.3,653.81,1910.78,192.55,296.02,608.5,753.42,326.02,583.6,16370.38
Kota Bandung,3273000,2025-03-10 14:24:37,2024,346.02,,68024.87,307.03,751.97,28708.28,97874.57,29572.54,17885.09,52383.59,21949.95,4408.25,3509.98,8551.29,16328.83,5252.74,15990.62,371845.62
Kota Cirebon,3274000,2025-03-10 14:24:37,2024,76.58,,3081.92,165.17,88.15,2979.5,8340.36,4624.41,1745.87,1767.93,3317.03,330.3,233.19,712.64,1321.63,834.23,921.26,30540.17
Kota Bekasi,3275000,2025-03-10 14:24:37,2024,712.94,,42749.48,1705.42,140.29,14015.96,26781.17,16813.8,5450.92,3418.5,3813.95,2047.44,604.08,1896.69,3469.84,1453.58,4277.84,129351.9
Kota Depok,3276000,2025-03-10 14:24:37,2024,1273.61,,27458.1,256.47,88.25,19507.62,19729.22,4517.31,3589.32,2265.4,3982.11,1702.49,197.8,2068.84,3089.65,1073.59,3349.76,94149.54
Kota Cimahi,3277000,2025-03-10 14:24:37,2024,85.99,,19464.93,136.47,27.04,5588.23,6852.42,2057.31,684.56,2830.92,1329.6,455.67,78.6,853.78,1810.73,430.6,735.75,43422.59
Kota Tasikmalaya,3278000,2025-03-10 14:24:37,2024,1490.28,1.97,3971.11,3.51,116.53,4498.26,6290.01,3213.26,1854.29,1217.91,3025.16,487.02,357.48,960.66,629.26,690.61,805.46,29612.77
Kota Banjar,3279000,2025-03-10 14:24:37,2024,719.13,11.81,570.69,6.62,12.55,542.7,1298.26,400.03,175.2,347.48,195.09,165.89,44.16,439.72,420.41,160.47,39.05,5549.26
Cilacap,3301000,2025-03-10 14:24:37,2024,13023.3,5238.88,75416.64,117.1,65.5,10120.21,9851.56,6517.71,2090.04,3281.34,1549.75,1452.13,332.5,1704.66,3142.11,692.31,1395.11,135990.85
Banyumas,3302000,2025-03-10 14:24:37,2024,8276.17,3553.94,19578.18,64.73,56.52,9832.04,11110.25,3456.42,2681.71,3854.9,2123.28,1494.51,244.15,2009.62,3748.11,760.36,1318.02,74162.92
Purbalingga,3303000,2025-03-10 14:24:37,2024,8433.03,1258.7,9430.94,16.77,34.01,2228.69,4218.88,1332.58,873.13,665.72,705.34,330.62,70.04,827.18,1902.08,362.4,667.22,33357.33
Banjarnegara,3304000,2025-03-10 14:24:37,2024,8326.34,1465.99,4844.15,8.93,11.02,2297.61,4250.45,1351.24,635.62,921.27,790.63,417.82,121.99,892.85,1827.43,392.42,675.46,29231.22
Kebumen,3305000,2025-03-10 14:24:37,2024,7668.8,1601.74,8757.9,22.62,15.64,3090.73,5535.81,2093.21,1099.46,931.65,1018.45,428.98,137.99,1120.4,3567.12,482.46,1032.5,38605.46
Purworejo,3306000,2025-03-10 14:24:37,2024,5184.9,184.36,4975.9,19.59,13.8,2399.63,2985.96,1664.91,569.38,1461.04,870.5,462.36,76.29,815.56,2131.14,426.98,558.63,24800.93
Wonosobo,3307000,2025-03-10 14:24:37,2024,7333.57,240.24,4435.83,7.84,24.32,1766.03,4094.91,1570.24,845.14,389.27,777.69,357.19,65.91,554.22,1574.42,384.4,606.96,25028.17
Magelang,3308000,2025-03-10 14:24:37,2024,8341.93,1525.89,10697.97,20.03,34.48,4344.61,5637.4,1964.27,1985.79,1767.27,1186.7,754.7,123.68,1360,2466.67,377.12,1147.48,43736
Boyolali,3309000,2025-03-10 14:24:37,2024,9415.89,1582.44,14433.86,8.55,19.11,3248.8,5508.28,2874.16,1317.12,1347.91,1033.03,454.07,187.29,879.14,2396.5,412.36,734.92,45853.42
Klaten,3310000,2025-03-10 14:24:37,2024,5172.93,1535.54,21301.06,76.25,21.25,4714.1,8048.51,1432.23,2142.33,2101.89,1688.84,639.35,189.13,1078.16,3484.09,680.87,942.92,55249.45
Sukoharjo,3311000,2025-03-10 14:24:37,2024,4069.27,166.4,19069.26,48.36,17.9,3486.29,8606.73,2026.03,2024.1,3054.5,1798.8,1049.55,233.23,1014.89,2014.55,511.65,795.52,49987.03
Wonogiri,3312000,2025-03-10 14:24:37,2024,10809.54,1076.58,7653.85,25.7,24,2928.81,6298.36,2863.47,1107.58,451.08,1169.99,261.53,186.25,994.3,2647.41,465.53,797.94,39761.92
Karanganyar,3313000,2025-03-10 14:24:37,2024,6034.66,485.6,24109.93,75.8,30.28,3688.95,5569.66,1871.23,2111.47,645.75,1679.53,803.18,207.16,803.67,1897.33,416.45,900.83,51331.5
Sragen,3314000,2025-03-10 14:24:37,2024,7019.01,1255.43,20847.61,60.96,25.66,3500.04,9176.81,1494.29,1845.15,778.31,1339.98,421.41,241.07,964.06,2210.73,408.16,845.03,52433.72
Grobogan,3315000,2025-03-10 14:24:37,2024,9987.75,578.27,5547.74,35.74,15.89,2126.76,7246.33,2016.79,2022.42,1091.96,1584.72,700.91,101.71,1146.94,1791.1,406.44,1104.31,37505.78
Blora,3316000,2025-03-10 14:24:37,2024,7029.16,7225.04,3627.27,22.01,12.64,1621.39,5309.25,1171.56,1364.45,409.97,978.67,389.86,111.98,950.51,1962.2,325.77,719.52,33231.25
Rembang,3317000,2025-03-10 14:24:37,2024,5774.67,1002.35,6291.83,19.73,10.24,2181.29,3366.77,1211.89,938.74,423.62,1036.82,223.42,81.43,780.17,1486.45,377.23,587.66,25794.3
Pati,3318000,2025-03-10 14:24:37,2024,13469.31,1035.18,16984.81,55.52,28.51,4951.06,8528.88,2038.45,2433.54,1430.84,1370.79,552.45,148.18,1661.47,2594.2,625.54,1105.9,59014.63
Kudus,3319000,2025-03-10 14:24:37,2024,3238.92,180.1,99945.86,56.43,27.68,4894.48,7500.7,2148.01,2012.6,1240.12,2526.28,762.08,173.28,1079,1465.15,493.34,867.81,128611.84
Jepara,3320000,2025-03-10 14:24:37,2024,4913.14,691.45,13794.14,41.86,21.81,3267.86,6554.4,1851.35,1898.34,1593.81,879.74,575.22,236.61,791.5,2118.44,389.43,945.13,40564.22
Demak,3321000,2025-03-10 14:24:37,2024,6581.6,134.23,11225.11,30.65,21.5,3841.59,5504.37,1156.1,839.09,893.33,898.34,397.02,103.3,1097,1490.88,282.06,962.61,35458.78
Semarang,3322000,2025-03-10 14:24:37,2024,6811.5,159.85,25388.92,62.66,38.22,9355.28,6963.93,1877.02,2203.25,2702.46,2172.31,1898.11,382.78,1457.32,2685.95,520.72,904.59,65584.85
Temanggung,3323000,2025-03-10 14:24:37,2024,6498.19,230.92,7384.38,21.31,20.12,1743.05,6093.62,1589.29,534.53,490.98,931.98,219.02,121.11,718.55,1358.78,370.84,596.93,28923.6
Kendal,3324000,2025-03-10 14:24:37,2024,10631.13,685.79,24533.94,97.55,37.26,4116.16,7099.08,1529.95,2405.49,2102.01,1095.15,510.91,190.91,1048.64,1502.96,471.61,778.43,58836.99
Batang,3325000,2025-03-10 14:24:37,2024,5577.76,829.86,10601.82,20.82,30.16,2452.57,3783.11,964.75,1311.45,839.65,488.12,289.6,117.69,571.72,1661.33,239.01,610.05,30389.48
Pekalongan,3326000,2025-03-10 14:24:37,2024,4830.92,1145.45,8963.75,41.75,10.45,2375.45,4053.68,946.9,1902.28,764.03,709.09,383.65,104.22,878.22,1975.69,463.95,674.07,30223.56
Pemalang,3327000,2025-03-10 14:24:37,2024,9009.22,1243.12,7853.65,36.62,21.71,1608.41,5338.27,1112.66,2018.34,860.93,996.06,548.21,126.76,926.63,1885.55,370.03,933.06,34889.22
Tegal,3328000,2025-03-10 14:24:37,2024,5502.77,1744.45,17393.92,30.14,15.9,3898.9,7023.06,1746.61,2280.83,1611.88,992.02,697.04,206.09,882.03,2360.92,359.54,975.23,47721.31
Brebes,3329000,2025-03-10 14:24:37,2024,20649.76,1350.11,11980.74,36.91,38.39,2789.39,10040.67,2046.56,3189.36,2432.16,1028.01,640.52,188.56,1071.12,2765.17,491.04,1307.03,62045.49
Kota Magelang,3371000,2025-03-10 14:24:37,2024,192.19,,1950.02,33.47,12.31,1883.49,1652.24,942.74,776.53,695.04,582.38,348.85,43.41,1203.5,875.35,370.71,259.71,11821.94
Kota Surakarta,3372000,2025-03-10 14:24:37,2024,285.91,0.18,5535.23,130.97,77.32,15844.89,14305.61,1644.46,4217.32,9509.08,2327.51,2475.94,551.98,3162.43,3346.4,752.46,533.27,64700.97
Kota Salatiga,3373000,2025-03-10 14:24:37,2024,791.94,3.82,5992.1,30.57,11.15,2456.46,2285.99,649.49,1431.13,649.02,593.65,755.84,232.41,853.08,871.84,295.9,174.86,18079.27
Kota Semarang,3374000,2025-03-10 14:24:37,2024,2012.8,406.27,75860.97,250.51,185.08,71898.52,34642.42,12311.6,8654.44,23360.87,10126.61,6990.13,1922.43,7100.97,6829.06,2239.06,2759.62,267551.35
Kota Pekalongan,3375000,2025-03-10 14:24:37,2024,674.63,,2932.71,22.65,16.1,2339.18,3065.49,1165.07,942.72,698.7,839.67,376.69,65.43,539.85,620.56,190.49,277.01,14766.95
Kota Tegal,3376000,2025-03-10 14:24:37,2024,1037.97,,3446.84,29.84,10.51,3652.39,5126.47,1191.06,1269.58,1271.11,888.26,370.82,94.13,951.65,749.76,312.02,258.12,20660.52
Kulon Progo,3401000,2025-03-10 14:24:37,2024,2566.07,209.29,1709.15,13.67,18.32,2546.64,2004.42,2534.71,655.55,864.88,493.56,467.35,46.7,1152.12,819.69,269.8,539.69,16911.59
Bantul,3402000,2025-03-10 14:24:37,2024,4913.83,144.02,5136.58,51.44,26.16,3143.83,2973.55,1951.95,4649.55,3212.05,1157.35,2217.37,167.54,2516.76,2551.64,853.46,811.64,36478.72
Gunung Kidul,3403000,2025-03-10 14:24:37,2024,6415.64,285.1,2238.44,24.6,39.75,2458.31,2355.54,1482.47,1771.6,2354.98,671.62,889.18,109.1,2174.92,1663.54,679.75,1090.77,26705.33
Sleman,3404000,2025-03-10 14:24:37,2024,4983.06,216.64,7879.75,76.99,27.09,7549.03,4779.91,2923.51,6794.23,6353.76,2371,4707.61,1035.2,3967.72,6368.5,1966.22,1682.98,63683.2
Kota Yogyakarta,3471000,2025-03-10 14:24:37,2024,71.78,1.41,5937.62,110.83,63.8,2992.07,3490.46,2348.85,6636.96,6119.1,3557.54,4248.6,497.87,4752.93,4629.19,2469.04,1461.85,49389.88
Pacitan,3501000,2025-03-10 14:24:37,2024,5401.15,1118.99,1592.76,7.16,16.85,3051.39,3762.99,703.79,505.17,1199.02,383.9,311.34,58.02,808.87,923.32,222.34,589.52,20656.58
Ponorogo,3502000,2025-03-10 14:24:37,2024,6810.77,545.42,2602.66,23.92,25.37,2575.81,4919.96,701.95,925.26,1973.38,868.06,640.36,127.86,1373.08,2173.49,232.63,527.1,27047.08
Trenggalek,3503000,2025-03-10 14:24:37,2024,6056.86,1355.05,4731.53,9.08,12.97,1723.66,3886.54,515.73,520.13,1394.89,585.54,470.7,65.11,1061.03,1063.86,232.89,679.15,24364.74
Tulungagung,3504000,2025-03-10 14:24:37,2024,8938.95,1681.06,12379.74,17.12,39.56,4805.61,10679.55,1569.7,1116.47,2966.04,1049.44,1013.5,184.49,1569.49,2037.27,528.52,670.13,51246.65
Blitar,3505000,2025-03-10 14:24:37,2024,14173.03,1936.97,7387.45,25.39,14.31,4242.33,9207.73,832.22,519.61,2819.28,1071.9,873.71,159.54,1504.27,1875.54,423.46,712.44,47779.19
Kediri,3506000,2025-03-10 14:24:37,2024,11658.03,804.3,12600.94,36.38,29.87,4899.3,11019.26,1446.05,968.03,3181.67,939.22,1048.22,157.99,1862.68,2490.65,483.94,1023.16,54649.67
Malang,3507000,2025-03-10 14:24:37,2024,19631.75,2133.95,45279.18,103.72,125.39,17447.09,26611.65,2168.4,5204.97,6079.87,2283.72,1913.97,513.24,2289.57,3133.05,825.9,2677.74,138423.17
Lumajang,3508000,2025-03-10 14:24:37,2024,13701.92,1848.16,10028.46,18.93,21.75,3288.77,6153.86,1055.98,606.08,1479.6,684.63,715.45,141.83,1282.56,970.58,349,711.88,43059.45
Jember,3509000,2025-03-10 14:24:37,2024,26419.08,3892.25,21592.71,46.84,66.11,7996.54,15231.98,2417,2738.88,7212,2390.34,1357.57,396.82,3365.72,5620.28,884.87,1128.73,102757.71
Banyuwangi,3510000,2025-03-10 14:24:37,2024,28778.05,7432.71,14093.46,42.92,61.02,15295.58,19226.41,4026.84,3421.47,5259.17,1866.65,1590.34,312.96,2310.26,3194.15,457.42,1553.19,108922.59
Bondowoso,3511000,2025-03-10 14:24:37,2024,7445.84,462.88,6691.3,11.24,16.35,2439.95,4188.1,238.92,190.51,1437.82,718.94,278.47,97.12,782.3,910.09,198.24,435,26543.06
Situbondo,3512000,2025-03-10 14:24:37,2024,8144.93,438.5,5683.25,13.18,28.98,1728.03,4322.82,863.94,498.87,1429.4,826.1,384.79,113.38,842.97,1010.74,237.93,533.81,27101.63
Probolinggo,3513000,2025-03-10 14:24:37,2024,14501.26,897.89,12495.06,382.75,41.35,3177.82,5895.53,585.15,803.05,1218.56,890.18,973.3,166.23,1423.48,1132.01,285.13,806.41,45675.15
Pasuruan,3514000,2025-03-10 14:24:37,2024,11551.4,955.07,122303.85,2183.2,63.32,21431.59,19816.09,1615.7,7624.51,5518.31,1514.33,1252.37,201.13,2119.63,1206.82,322.34,1985.48,201665.14
Sidoarjo,3515000,2025-03-10 14:24:37,2024,5291.45,70.13,144199.37,2939.15,159.41,20187.34,47433.14,41009.47,10697.64,9649.99,3260.96,2359.18,419.47,4544.97,2900.49,858.48,906.46,296887.11
Mojokerto,3516000,2025-03-10 14:24:37,2024,8160.98,922.38,65534.97,65.57,65.53,8317.45,11707.26,1809.18,2293.97,5984.66,1581.22,1477.76,181.44,2301.47,1289.83,467.34,968.71,113129.71
Jombang,3517000,2025-03-10 14:24:37,2024,9372.38,287.43,11987.05,35.98,42.11,5530.89,12749.09,866.92,1316.8,3457.8,1338.51,1082.88,146.99,1638.88,2659.13,548.29,837.78,53898.91
Nganjuk,3518000,2025-03-10 14:24:37,2024,9761.2,663.9,5916.48,17.55,39.26,3822.46,7292.81,773.76,744.1,1696.73,769.38,545.5,116.73,1613.7,1229.19,241.4,1026.41,36270.56
Madiun,3519000,2025-03-10 14:24:37,2024,6566.25,203.63,3721.65,25.46,39.56,3146.55,4558.45,600.44,674.1,1702.27,724.92,435.65,85.37,1347.09,935.1,200.39,581.68,25548.56
Magetan,3520000,2025-03-10 14:24:37,2024,6780.36,312.18,3017.02,16.27,44.41,1923.38,3992.91,540.74,1261.72,1733.24,614.68,318.34,82.51,1837.01,998.94,253.25,850.33,24577.3
Ngawi,3521000,2025-03-10 14:24:37,2024,8313.75,316.02,2624.38,24.6,29.74,2399.26,4551.43,504.18,762.23,1737.36,633.28,332.37,84.35,1361.3,1368.71,259.68,642.2,25944.84
Bojonegoro,3522000,2025-03-10 14:24:37,2024,12059.65,48397.04,7078.09,26.06,31.4,7314.93,9159.84,1643.95,1107.88,6286.57,1405.61,1195.51,153.46,3699.78,1003.26,428.93,802.13,101794.09
Tuban,3523000,2025-03-10 14:24:37,2024,15988.75,7711.82,26311.59,84.39,50.48,9828.11,12346.43,838.96,933.26,4771.45,1769.16,1243.53,185.3,1967.87,1370.39,533.78,1175.69,87110.99
Lamongan,3524000,2025-03-10 14:24:37,2024,15672.97,850.94,6371.48,36.35,58.12,5988.69,10309.33,595.46,1030.99,3854.02,1078.27,1209.43,148.05,1994.99,1324.16,517.01,1036.63,52076.88
Gresik,3525000,2025-03-10 14:24:37,2024,12352.11,11575.1,96658.21,803.73,119.74,16343.28,24312.14,5407.01,2724.15,7920.73,2121.85,2396.61,586.18,2358.7,1551.63,766.17,607.18,188604.51
Bangkalan,3526000,2025-03-10 14:24:37,2024,5974.91,4213.15,873.9,14.09,31.96,4593.27,5610.84,602.91,487.62,1818.12,558.02,394.32,74.44,1950.88,1180.07,141.01,219.26,28738.77
Sampang,3527000,2025-03-10 14:24:37,2024,7154.78,3604.18,1039.85,9.16,19.65,3019.27,4970.86,363.53,119.02,1352.73,348.69,339.07,78.41,1207.79,840.8,152.74,261.26,24881.79
